,City,State,Latitude,Longitude,Accuracy Score,Accuracy Type,State.1,County,Zip,Country,Congressional District,status,statusText,color
165,Waldport,Oregon,44.395907,-123.98038400000002,1.0,place,OR,Lincoln County,97394.0,US,OR5,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
166,Warrenton,Oregon,46.125267,-123.905174,1.0,place,OR,Clatsop County,97146.0,US,OR1,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
167,Willamina,Oregon,45.145011,-123.52313600000001,1.0,place,OR,Yamhill County,97396.0,US,OR1,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
168,Wilsonville,Oregon,45.308493,-122.785518,1.0,place,OR,Clackamas County,97070.0,US,OR5,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
169,Sacramento County,California,38.380456,-121.555406,1.0,place,CA,Sacramento County,94203.0,US,CA3,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
170,Aurora,Ohio,41.311704,-81.29297700000001,1.0,place,OH,Portage County,44202.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
171,Beavercreek,Ohio,39.709226,-84.06326899999999,0.7,place,OH,Greene County,45436.0,US,OH10,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
172,Bexley,Ohio,39.9689532,-82.9376804,0.0,,OH,,,,OH3,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
173,Brooklyn,Ohio,40.645099,-73.945032,0.27,place,NY,Kings County,11256.0,US,NY9,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
174,Brooklyn Heights,Ohio,40.645099,-73.945032,0.27,place,NY,Kings County,11256.0,US,NY9,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
175,Canal Fulton,Ohio,40.88978,-81.59761999999999,1.0,place,OH,Stark County,44614.0,US,OH16,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
176,Canfield,Ohio,41.008621000000005,-80.82209399999999,1.0,place,OH,Mahoning County,44406.0,US,OH6,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
177,Canton,Ohio,40.782408000000004,-81.371185,1.0,place,OH,Stark County,44701.0,US,OH7,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
178,Chagrin Falls,Ohio,41.449353,-81.431436,1.0,place,OH,Cuyahoga County,44022.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
179,Chardon,Ohio,41.572432,-81.15714200000001,1.0,place,OH,Geauga County,44024.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
180,Chillicothe,Ohio,39.337384,-82.991332,1.0,place,OH,Ross County,45601.0,US,OH2,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
181,"Cincinnati, Ohio",Ohio,39.166759000000006,-84.53822,1.0,place,OH,Hamilton County,45201.0,US,OH1,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
182,Circleville,Ohio,39.597084,-82.945899,1.0,place,OH,Pickaway County,43113.0,US,OH15,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
183,Cortland,Ohio,41.354945,-80.778301,1.0,place,OH,Trumbull County,44410.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
184,Dalton,Ohio,40.79894,-81.69541,1.0,place,OH,Wayne County,44618.0,US,OH16,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
185,Eastlake,Ohio,41.658653,-81.44453100000001,1.0,place,OH,Lake County,44095.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
186,Euclid,Ohio,41.566834,-81.52614200000001,1.0,place,OH,Cuyahoga County,44117.0,US,OH11,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
187,Fairborn,Ohio,39.820890000000006,-84.01938,1.0,place,OH,Greene County,45324.0,US,OH10,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
188,Findlay,Ohio,40.993263,-83.65071400000001,1.0,place,OH,Hancock County,45839.0,US,OH5,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
189,Garfield Heights,Ohio,41.416996999999995,-81.605958,0.9,place,OH,Cuyahoga County,44125.0,US,OH11,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
190,Grove City,Ohio,39.88145,-83.09295999999999,1.0,place,OH,Franklin County,43123.0,US,OH15,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
191,Hamilton County Parks,Ohio,39.103119,-84.512016,0.0,,OH,,,,OH1,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
192,Heath,Ohio,40.004407,-82.467105,1.0,place,OH,Licking County,43056.0,US,OH12,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
193,Hubbard,Ohio,41.15645,-80.56924000000001,1.0,place,OH,Trumbull County,44425.0,US,OH13,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
194,Kent,Ohio,41.132323,-81.33278100000001,1.0,place,OH,Portage County,44240.0,US,OH13,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
195,Lancaster,Ohio,39.68965,-82.609282,1.0,place,OH,Fairfield County,43130.0,US,OH15,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
196,Lexington,Ohio,40.678669,-82.58239300000001,0.9,place,OH,Richland County,44904.0,US,OH12,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
197,Linndale,Ohio,41.427912,-81.817199,0.8,place,OH,Cuyahoga County,44135.0,US,OH9,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
198,Lorain,Ohio,41.450990999999995,-82.166534,1.0,place,OH,Lorain County,44052.0,US,OH9,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
199,Mansfield,Ohio,40.791707,-82.509404,1.0,place,OH,Richland County,44901.0,US,OH12,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
200,Massillon,Ohio,40.814381,-81.497182,1.0,place,OH,Stark County,44646.0,US,OH7,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
201,Medina,Ohio,41.109975,-81.855048,1.0,place,OH,Medina County,44256.0,US,OH7,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
202,Mentor,Ohio,41.679291,-81.328779,1.0,place,OH,Lake County,44060.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
203,Mentor on the lake,Ohio,41.705045,-81.360386,0.9,place,OH,Lake County,44060.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
204,Mt. Healthy,Ohio,40.41493,-82.711998,1.0,state,OH,,,US,,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
205,Newark,Ohio,40.119896999999995,-82.37778399999999,1.0,place,OH,Licking County,43055.0,US,OH12,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
206,Newton Falls,Ohio,41.197392,-80.952731,1.0,place,OH,Trumbull County,44444.0,US,OH13,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
207,North Canton,Ohio,40.875890999999996,-81.402336,0.9,place,OH,Stark County,44720.0,US,OH16,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
208,Norton,Ohio,41.029222,-81.63818,0.8,place,OH,Summit County,44203.0,US,OH16,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
209,Oberlin,Ohio,41.294649,-82.227628,1.0,place,OH,Lorain County,44074.0,US,OH4,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
210,Obetz,Ohio,39.878953,-82.95073599999999,0.8,place,OH,Franklin County,43207.0,US,OH3,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
211,Ontario,Ohio,40.772874,-82.532057,1.0,place,OH,Richland County,44862.0,US,OH12,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
212,Piqua,Ohio,40.123618,-84.228811,1.0,place,OH,Miami County,45356.0,US,OH8,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
213,Reading,Ohio,39.223669,-84.442164,0.8,place,OH,Hamilton County,45215.0,US,OH2,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
214,Richmond Heights,Ohio,41.552828999999996,-81.510121,0.9,place,OH,Cuyahoga County,44143.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
215,Rittman,Ohio,40.97811,-81.78208000000001,1.0,place,OH,Wayne County,44270.0,US,OH16,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
216,Salem,Ohio,40.900890000000004,-80.85675,1.0,place,OH,Columbiana County,44460.0,US,OH6,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
217,Seven Hills,Ohio,41.39533,-81.676239,0.8,place,OH,Cuyahoga County,44131.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
218,Sidney,Ohio,40.293558000000004,-84.209198,1.0,place,OH,Shelby County,45365.0,US,OH4,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
219,Silverton,Ohio,39.192837,-84.40049599999999,0.8,place,OH,Hamilton County,45236.0,US,OH2,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
220,South Euclid,Ohio,41.523108,-81.518455,0.9,place,OH,Cuyahoga County,44121.0,US,OH11,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
221,Springfield,Ohio,39.927059,-83.81322800000001,1.0,place,OH,Clark County,45501.0,US,OH8,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
222,St Bernard,Ohio,39.167003,-84.498554,0.9,place,OH,Hamilton County,45217.0,US,OH1,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
223,Stow,Ohio,41.172402000000005,-81.450184,1.0,place,OH,Summit County,44224.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
224,Summit County,Ohio,41.143947,-80.7223,0.8,place,OH,Trumbull County,44420.0,US,OH13,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
225,Tallmadge,Ohio,41.096656,-81.428883,1.0,place,OH,Summit County,44278.0,US,OH13,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
226,Troy,Ohio,40.062621,-84.226398,1.0,place,OH,Miami County,45373.0,US,OH8,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
227,Twinsburg,Ohio,41.313303999999995,-81.440435,1.0,place,OH,Summit County,44087.0,US,OH14,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
228,Wapakoneta,Ohio,40.582252000000004,-84.152138,1.0,place,OH,Auglaize County,45895.0,US,OH4,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
229,West Carrollton,Ohio,40.571861,-81.064859,1.0,place,OH,Carroll County,44615.0,US,OH6,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
230,West Jefferson,Ohio,39.948859999999996,-83.309892,1.0,place,OH,Madison County,43162.0,US,OH15,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
231,Westerville,Ohio,40.10447,-82.896457,1.0,place,OH,Franklin County,43081.0,US,OH12,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
232,Whitehall,Ohio,39.966731,-82.885456,0.9,place,OH,Franklin County,43213.0,US,OH3,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
233,Whitehouse,Ohio,41.509602,-83.801789,1.0,place,OH,Lucas County,43571.0,US,OH5,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
234,Woodlawn,Ohio,39.252002000000005,-84.470221,0.8,place,OH,Hamilton County,45215.0,US,OH2,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
235,Woodmere,Ohio,41.462276,-81.480675,0.8,place,OH,Cuyahoga County,44122.0,US,OH11,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
236,Worthington,Ohio,40.093119,-83.017962,0.9,place,OH,Franklin County,43085.0,US,OH12,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
237,Xenia,Ohio,39.684731,-83.90813,1.0,place,OH,Greene County,45385.0,US,OH10,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
238,Youngstown,Ohio,41.017082,-80.80285400000001,1.0,place,OH,Mahoning County,44501.0,US,OH6,0,Ordinance Active - With No Response,"rgb(255, 0, 0)"
